**** All Elevator Calls (time,src,dest,state,elev dt) stage 8 ****
Elevator call,4.993816266014164,-6,78,3,1, Done, dt, 64.00618373398584
Elevator call,18.77917039169597,-9,-7,3,3, Done, dt, 22.22082960830403
Elevator call,19.387078657155826,-1,5,3,3, Done, dt, 49.612921342844174
Elevator call,20.327517520632,-1,-5,3,1, Done, dt, 3419.672482479368
Elevator call,27.9999732565052,-1,55,2,1
Elevator call,29.917239624265676,-2,64,2,1
Elevator call,38.28582116015673,-4,68,2,1
Elevator call,39.19202923931175,-4,6,3,1, Done, dt, 3521.8079707606885
Elevator call,39.69710409736126,0,95,3,3, Done, dt, 101.30289590263874
Elevator call,49.43307426313186,-2,-4,3,5, Done, dt, 25.566925736868143
Elevator call,54.196436787183075,-6,8,3,1, Done, dt, 84.80356321281693
Elevator call,57.40531969890162,-3,7,3,5, Done, dt, 44.59468030109838
Elevator call,63.05259875982824,-5,-1,3,7, Done, dt, 25.947401240171757
Elevator call,79.37736411739434,-3,85,3,5, Done, dt, 72.62263588260566
Elevator call,89.4285158976113,-5,19,3,1, Done, dt, 2442.5714841023887
Elevator call,92.15048695301039,-9,40,3,9, Done, dt, 46.849513046989614
Elevator call,96.61997031673536,-6,39,3,1, Done, dt, 2413.3800296832646
Elevator call,108.64204888088284,-2,44,3,9, Done, dt, 1245.3579511191172
Elevator call,111.62708145083661,-3,-8,3,5, Done, dt, 108.37291854916339
Elevator call,116.72069026135568,-2,67,3,9, Done, dt, 420.2793097386443
Elevator call,117.93413927793131,-2,70,3,9, Done, dt, 312.0658607220687
Elevator call,133.34539591368775,-9,47,3,9, Done, dt, 79.65460408631225
Elevator call,134.00355801094793,-6,98,3,1, Done, dt, 84.99644198905207
Elevator call,140.52095248879914,-6,54,3,1, Done, dt, 294.47904751120086
Elevator call,142.07808960138755,-8,13,3,3, Done, dt, 83.92191039861245
Elevator call,146.76293294989182,0,73,3,3, Done, dt, 1068.2370670501082
Elevator call,147.44392615224183,-7,67,3,3, Done, dt, 483.55607384775817
Elevator call,151.6163012890247,-6,0,3,1, Done, dt, 218.3836987109753
Elevator call,159.17766514162577,0,7,3,7, Done, dt, 25.822334858374234
Elevator call,170.15712188664338,-6,51,3,1, Done, dt, 162.84287811335662
Elevator call,173.25392580462358,62,87,3,7, Done, dt, 74.74607419537642
Elevator call,174.91394871323018,-4,48,3,5, Done, dt, 366.0860512867698
Elevator call,177.9146689591314,-2,10,3,9, Done, dt, 211.0853310408686
Elevator call,179.41211574761928,-2,26,3,9, Done, dt, 153.58788425238072
Elevator call,188.69360223337299,-6,-7,3,1, Done, dt, 104.30639776662701
Elevator call,197.44243298068636,-7,75,3,3, Done, dt, 137.55756701931364
Elevator call,202.63061730226673,-2,0,3,9, Done, dt, 106.36938269773327
Elevator call,203.2352417416962,-8,38,3,3, Done, dt, 46.7647582583038
Elevator call,209.35081553255895,27,-4,1,7
Elevator call,209.97850155767696,-3,4,3,5, Done, dt, 38.021498442323036
Elevator call,210.90630526255882,94,-2,3,7, Done, dt, 229.09369473744118
Elevator call,211.32931870336074,-2,37,3,9, Done, dt, 67.67068129663926
Elevator call,217.22290993535717,-9,49,3,0, Done, dt, 79.77709006464283
Elevator call,218.07434462591186,52,87,1,0
Elevator call,219.81598778407965,-9,36,2,0
Elevator call,220.76873550670848,93,-4,3,7, Done, dt, 101.23126449329152
Elevator call,224.31198381778677,-5,-8,3,2, Done, dt, 28.688016182213232
Elevator call,231.56651879541005,10,62,2,2
