**** All Elevator Calls (time,src,dest,state,elev dt) stage -3331 ****
Elevator call,2.4824476135559053,46,51,3,1, Done, dt, 50.517552386444095
Elevator call,7.1884009382984,-1,69,2,1
Elevator call,7.346738658468439,0,83,3,1, Done, dt, 6602.653261341531
Elevator call,19.033096297198426,-5,87,3,1, Done, dt, 3691.9669037028016
Elevator call,21.628898619056145,0,93,2,1
Elevator call,26.691909498975747,-5,93,2,1
Elevator call,27.205764161970365,0,-1,3,3, Done, dt, 25.794235838029635
Elevator call,29.042248407916304,-4,29,3,5, Done, dt, 39.957751592083696
Elevator call,31.769736132535854,0,97,3,3, Done, dt, 81.23026386746415
Elevator call,35.27024816850326,-2,4,3,7, Done, dt, 26.729751831496742
Elevator call,41.14870167075924,-1,17,3,7, Done, dt, 53.85129832924076
Elevator call,51.65221750698174,0,-1,3,0, Done, dt, 28.347782493018258
Elevator call,57.67464323194099,0,34,3,0, Done, dt, 68.32535676805901
Elevator call,60.18601631475667,-1,4,3,2, Done, dt, 31.81398368524333
Elevator call,68.11984040338166,-1,-3,3,4, Done, dt, 28.88015959661834
Elevator call,72.58927801846812,22,69,3,5, Done, dt, 48.41072198153188
Elevator call,72.68074850625771,-1,65,3,2, Done, dt, 144.31925149374229
Elevator call,82.23747479613439,-1,56,3,2, Done, dt, 113.76252520386561
Elevator call,83.41620266216614,0,14,3,0, Done, dt, 111.58379733783386
Elevator call,88.33519321953781,-1,56,3,2, Done, dt, 107.66480678046219
Elevator call,89.73896384254022,0,-1,3,6, Done, dt, 28.261036157459785
Elevator call,90.72248595091514,-4,3,3,8, Done, dt, 30.277514049084857
Elevator call,91.35802543809541,-1,-6,3,2, Done, dt, 31.64197456190459
Elevator call,95.22091133235608,-2,55,3,4, Done, dt, 80.77908866764392
Elevator call,102.61094813535237,-4,19,3,8, Done, dt, 45.38905186464763
Elevator call,110.0827043232257,54,98,3,1, Done, dt, 44.9172956767743
Elevator call,114.89779376309434,95,-6,3,4, Done, dt, 2517.1022062369057
Elevator call,116.75671311151336,71,80,3,5, Done, dt, 32.24328688848664
Elevator call,131.10037615267356,65,70,3,3, Done, dt, 39.89962384732644
Elevator call,161.1028335220003,-5,12,3,7, Done, dt, 40.89716647799969
Elevator call,166.14721881045807,16,72,1,0
Elevator call,168.64571856808652,-3,66,3,4, Done, dt, 1714.3542814319135
Elevator call,169.6991857482476,-2,40,3,4, Done, dt, 126.3008142517524
Elevator call,181.40665554685438,-5,-6,3,6, Done, dt, 25.59334445314562
Elevator call,184.5174223998888,0,95,3,0, Done, dt, 140.4825776001112
Elevator call,195.57920339692964,-6,0,3,6, Done, dt, 28.420796603070357
Elevator call,210.00981045868093,-3,47,3,4, Done, dt, 1642.990189541319
Elevator call,218.15295655263344,-3,26,3,4, Done, dt, 1602.8470434473666
Elevator call,218.67976939964728,0,45,3,0, Done, dt, 3361.3202306003527
Elevator call,219.44015444581282,-2,-4,3,7, Done, dt, 28.559845554187177
Elevator call,224.08909685841672,-1,-6,3,6, Done, dt, 26.910903141583276
Elevator call,244.02496396106562,-4,-1,3,7, Done, dt, 16.975036038934377
Elevator call,244.69794691319976,-6,54,2,6
Elevator call,245.10101599499694,-1,0,3,6, Done, dt, 32.89898400500306
Elevator call,247.62339416417944,17,74,1,0
Elevator call,252.41005742736525,0,72,3,0, Done, dt, 260.58994257263475
Elevator call,253.01824947652085,-4,-5,3,7, Done, dt, 31.98175052347915
Elevator call,254.89076375231843,-1,-5,3,6, Done, dt, 39.109236247681565
Elevator call,263.3476542288445,-4,74,3,7, Done, dt, 72.65234577115552
Elevator call,266.16787271979047,-2,95,3,4, Done, dt, 189.83212728020953
Elevator call,295.34083445840315,-1,51,3,6, Done, dt, 76.65916554159685
Elevator call,304.6637456962967,-3,43,3,4, Done, dt, 1488.3362543037033
Elevator call,317.19266070630874,-5,22,3,6, Done, dt, 4127.807339293691
Elevator call,318.7005606850239,28,63,3,3, Done, dt, 59.2994393149761
Elevator call,326.813632443032,-2,52,3,4, Done, dt, 1344.186367556968
Elevator call,327.82879864425513,28,36,3,3, Done, dt, 75.17120135574487
Elevator call,343.6749321722805,0,76,3,0, Done, dt, 767.3250678277195
Elevator call,349.6682428398267,-3,34,3,6, Done, dt, 5610.331757160173
Elevator call,353.24031503218794,-1,-5,3,6, Done, dt, 1818.759684967812
Elevator call,355.88358125918194,0,97,2,0
Elevator call,357.4595537741252,-2,29,3,4, Done, dt, 247.5404462258748
Elevator call,357.70681175372874,-4,22,3,3, Done, dt, 118.29318824627126
Elevator call,371.1368048533832,-1,46,3,6, Done, dt, 120.86319514661682
Elevator call,374.2283458560378,-3,-4,3,8, Done, dt, 43.77165414396222
Elevator call,375.8423449312445,65,84,3,7, Done, dt, 35.1576550687555
Elevator call,376.6306450252878,-4,50,3,8, Done, dt, 4276.369354974712
Elevator call,379.280735712392,42,-4,3,3, Done, dt, 71.71926428760798
Elevator call,384.29909835378885,-4,0,3,8, Done, dt, 126.70090164621115
Elevator call,392.5919132114209,0,71,2,0
Elevator call,396.93028469373576,-5,-6,3,5, Done, dt, 64.06971530626424
Elevator call,407.0925379687651,-4,28,3,8, Done, dt, 64.9074620312349
Elevator call,412.11663040541407,-4,-1,3,8, Done, dt, 19.88336959458593
Elevator call,415.7474362780672,0,7,2,0
Elevator call,420.81226471893115,15,86,3,5, Done, dt, 4573.187735281069
Elevator call,423.350369131515,-6,6,3,5, Done, dt, 492.649630868485
Elevator call,425.03604067305196,-6,23,3,5, Done, dt, 470.96395932694804
Elevator call,427.01802315919576,-6,17,3,5, Done, dt, 454.98197684080424
Elevator call,428.53856127068093,-6,93,3,5, Done, dt, 298.46143872931907
Elevator call,428.78131112917936,61,81,3,7, Done, dt, 42.21868887082064
Elevator call,434.93274339143545,-5,95,3,5, Done, dt, 88.06725660856455
Elevator call,438.5662396480998,75,-6,3,7, Done, dt, 97.43376035190022
Elevator call,445.23263124419054,-1,-4,3,6, Done, dt, 4894.767368755809
Elevator call,446.3491442477889,-3,-1,3,7, Done, dt, 114.6508557522111
Elevator call,460.21501625670544,0,-2,3,0, Done, dt, 3934.7849837432946
Elevator call,462.49438901015174,-1,0,3,6, Done, dt, 98.50561098984826
Elevator call,468.1942049999625,-5,13,3,5, Done, dt, 134.8057950000375
Elevator call,477.84392545820174,-2,89,3,4, Done, dt, 1003.1560745417983
Elevator call,488.4728925196773,35,73,3,3, Done, dt, 46.527107480322684
Elevator call,491.41899548245874,0,92,2,0
Elevator call,492.14484359587414,0,91,2,0
Elevator call,492.95415116663526,0,84,2,0
Elevator call,496.5391588424841,-4,36,3,8, Done, dt, 238.46084115751592
Elevator call,499.00715871931607,0,-4,3,0, Done, dt, 110.99284128068393
Elevator call,502.10423090737504,-1,66,3,6, Done, dt, 3195.895769092625
Elevator call,504.0048680382615,-4,65,3,8, Done, dt, 100.99513196173848
Elevator call,513.259772188977,52,-2,3,3, Done, dt, 80.74022781102303
Elevator call,514.0564817554705,0,95,2,0
Elevator call,514.2309223987027,-2,-1,3,4, Done, dt, 1091.7690776012973
Elevator call,514.5899697705022,0,16,2,0
Elevator call,518.3174742786587,-4,12,3,8, Done, dt, 6323.682525721341
Elevator call,518.8476883954027,0,55,2,0
Elevator call,523.6186151115171,0,79,2,0
Elevator call,537.6558719332934,0,42,3,0, Done, dt, 964.3441280667066
Elevator call,544.8756028363482,-6,-1,3,5, Done, dt, 124.12439716365179
Elevator call,547.9702539285636,-1,88,3,6, Done, dt, 112.02974607143642
Elevator call,553.5516556724838,-2,91,3,4, Done, dt, 661.4483443275162
Elevator call,558.1838888864622,-3,30,3,7, Done, dt, 55.81611111353777
Elevator call,558.5941639324446,-2,0,3,4, Done, dt, 1033.4058360675554
Elevator call,558.8994792570275,-3,-6,3,7, Done, dt, 26.10052074297255
Elevator call,559.72230186463,-5,8,3,5, Done, dt, 78.27769813536997
Elevator call,568.9515479924007,-5,-2,3,5, Done, dt, 53.04845200759928
Elevator call,580.033782329655,0,29,2,0
Elevator call,580.379053930908,-6,-3,3,3, Done, dt, 358.62094606909204
Elevator call,587.7779148798122,0,-5,3,0, Done, dt, 1629.2220851201878
Elevator call,590.3556882739431,42,80,3,1, Done, dt, 67.64431172605691
Elevator call,592.8468858235992,0,-1,3,0, Done, dt, 31.153114176400777
Elevator call,593.618366773509,-1,7,2,6
Elevator call,594.6437016229606,-1,0,3,3, Done, dt, 22.356298377039366
Elevator call,598.3973619290755,-4,36,3,8, Done, dt, 136.6026380709245
Elevator call,601.106221472669,-2,37,3,4, Done, dt, 94.89377852733105
Elevator call,615.9004421862369,10,40,3,3, Done, dt, 43.09955781376311
Elevator call,622.2331580321693,16,99,3,3, Done, dt, 111.76684196783071
Elevator call,622.7326550071853,0,33,3,0, Done, dt, 56.26734499281474
Elevator call,625.3661520244682,-1,-6,3,6, Done, dt, 149.6338479755318
Elevator call,630.8667507043301,-4,64,3,8, Done, dt, 6148.13324929567
Elevator call,667.2945141502423,-1,-4,3,6, Done, dt, 4672.705485849758
Elevator call,670.2910436924226,-6,44,3,5, Done, dt, 186.7089563075774
Elevator call,670.607123976708,0,41,2,0
Elevator call,671.882609188609,-5,16,3,7, Done, dt, 49.11739081139103
Elevator call,673.7844300352699,-1,14,2,6
Elevator call,673.9811943787272,-6,55,3,5, Done, dt, 166.0188056212728
Elevator call,674.9506888605474,-2,0,3,4, Done, dt, 917.0493111394526
Elevator call,676.770684628088,0,50,3,0, Done, dt, 106.22931537191198
Elevator call,680.4501507393179,44,79,3,7, Done, dt, 309.5498492606821
Elevator call,682.7927891631825,0,49,2,0
Elevator call,683.2884047894659,-2,100,3,4, Done, dt, 174.71159521053414
Elevator call,686.4818005037432,0,16,2,0
